source_doc_id,source_url,source_path,一级分类,二级分类,三级分类,接口中文名称,接口英文名 / API 名称,接口描述,权限要求原文,最低积分要求,当前5000积分是否可用,每分钟调用限制,每日调用限制,单次最大返回条数,输入参数,输出参数,是否属于基础数据,是否属于行情数据,是否属于财务数据,是否属于新闻/资讯/舆情数据,是否属于资金流/资金面数据,是否属于股东/解禁/龙虎榜/公告等事件数据,是否适合作为TradingAgents-astock数据源替换候选,可替换当前TradingAgents哪类函数或数据主题,备注
298,https://tushare.pro/document/2?doc_id=298,股票数据 > 打板专题数据 > 涨跌停列表（新）,股票数据,打板专题数据,,涨跌停列表（新）,limit_list_d,获取A股每日涨跌停、炸板数据情况，数据从2020年开始（不提供ST股票的统计）,限量：单次最大可以获取2500条数据，可通过日期或者股票循环提取；积分：5000积分每分钟可以请求200次每天总量1万次，8000积分以上每分钟500次每天总量不限制，具体请参阅 积分获取办法,5000,5000积分可用,200,1,,"trade_date(类型:str,必选:N):交易日期 | ts_code(类型:str,必选:N):股票代码 | limit_type(类型:str,必选:N):涨跌停类型（U涨停D跌停Z炸板） | exchange(类型:str,必选:N):交易所（SH上交所SZ深交所BJ北交所） | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",trade_date(类型:str):交易日期 | ts_code(类型:str):股票代码 | industry(类型:str):所属行业 | name(类型:str):股票名称 | close(类型:float):收盘价 | pct_chg(类型:float):涨跌幅 | amount(类型:float):成交额 | limit_amount(类型:float):板上成交金额(成交价格为该股票跌停价的所有成交额的总和，涨停无此数据) | float_mv(类型:float):流通市值 | total_mv(类型:float):总市值 | turnover_ratio(类型:float):换手率 | fd_amount(类型:float):封单金额（以涨停价买入挂单的资金总量） | first_time(类型:str):首次封板时间（跌停无此数据） | last_time(类型:str):最后封板时间 | open_times(类型:int):炸板次数(跌停为开板次数) | up_stat(类型:str):涨停统计（N/T T天有N次涨停） | limit_times(类型:int):连板数（个股连续封板数量） | limit(类型:str):D跌停U涨停Z炸板,否,否,否,否,否,是,否,,分类来自总览页链接或显式目录映射
311,https://tushare.pro/document/2?doc_id=311,股票数据 > 打板专题数据 > 游资名录,股票数据,打板专题数据,,游资名录,hm_list,获取游资分类名录信息,限量：单次最大1000条数据，目前总量未超过500；积分：5000积分可以调取，积分获取办法请参阅 积分获取办法,5000,5000积分可用,,,1000,"name(类型:str,必选:N):游资名称",name(类型:str):游资名称 | desc(类型:str):说明 | orgs(类型:None):关联机构,否,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
347,https://tushare.pro/document/2?doc_id=347,股票数据 > 打板专题数据 > 开盘啦榜单数据,股票数据,打板专题数据,,开盘啦榜单数据,kpl_list,获取涨停、跌停、炸板等榜单数据,限量：单次最大8000条数据，可根据日期循环获取历史数据；积分：5000积分每分钟可以请求200次每天总量1万次，8000积分以上每分钟500次每天总量不限制，具体请参阅 积分获取办法,5000,5000积分可用,200,1,8000,"ts_code(类型:str,必选:N):股票代码 | trade_date(类型:str,必选:N):交易日期 | tag(类型:str,必选:N):板单类型（涨停/炸板/跌停/自然涨停/竞价，默认为涨停) | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",ts_code(类型:str):代码 | name(类型:str):名称 | trade_date(类型:str):交易时间 | lu_time(类型:str):涨停时间 | ld_time(类型:str):跌停时间 | open_time(类型:str):开板时间 | last_time(类型:str):最后涨停时间 | lu_desc(类型:str):涨停原因 | tag(类型:str):标签 | theme(类型:str):板块 | net_change(类型:float):主力净额(元) | bid_amount(类型:float):竞价成交额(元) | status(类型:str):状态（N连板） | bid_change(类型:float):竞价净额 | bid_turnover(类型:float):竞价换手% | lu_bid_vol(类型:float):涨停委买额 | pct_chg(类型:float):涨跌幅% | bid_pct_chg(类型:float):竞价涨幅% | rt_pct_chg(类型:float):实时涨幅% | limit_order(类型:float):封单 | amount(类型:float):成交额 | turnover_rate(类型:float):换手率% | free_float(类型:float):实际流通 | lu_limit_order(类型:float):最大封单,否,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
351,https://tushare.pro/document/2?doc_id=351,股票数据 > 打板专题数据 > 开盘啦题材成分,股票数据,打板专题数据,,开盘啦题材成分,kpl_concept_cons,获取概念题材的成分股,限量：单次最大3000条，可根据代码和日期循环获取全部数据；积分：5000积分可提取数据，具体请参阅 积分获取办法,5000,5000积分可用,,,3000,"trade_date(类型:str,必选:N):交易日期（YYYYMMDD格式） | ts_code(类型:str,必选:N):题材代码（xxxxxx.KP格式） | con_code(类型:str,必选:N):成分代码（xxxxxx.SH格式）",ts_code(类型:str):题材ID | name(类型:str):题材名称 | con_name(类型:str):股票名称 | con_code(类型:str):股票代码 | trade_date(类型:str):交易日期 | desc(类型:str):描述 | hot_num(类型:int):人气值,否,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
292,https://tushare.pro/document/2?doc_id=292,股票数据 > 特色数据 > 特色指标 > 卖方盈利预测数据,股票数据,特色数据,特色指标,卖方盈利预测数据,report_rc,获取券商（卖方）每天研报的盈利预测数据，数据从2010年开始，每晚19~22点更新当日数据,描述：获取券商（卖方）每天研报的盈利预测数据，数据从2010年开始，每晚19~22点更新当日数据；限量：单次最大3000条，可分页和循环提取所有数据；权限：本接口2000积分可以试用，每天10次请求，正式权限需8000积分，每天可请求100000次，10000积分以上无总量限制。,2000,5000积分可用,,0次,3000,"ts_code(类型:str,必选:N):股票代码 | report_date(类型:str,必选:N):报告日期 | start_date(类型:str,必选:N):报告开始日期 | end_date(类型:str,必选:N):报告结束日期",ts_code(类型:str):股票代码 | name(类型:str):股票名称 | report_date(类型:str):研报日期 | report_title(类型:str):报告标题 | report_type(类型:str):报告类型 | classify(类型:str):报告分类 | org_name(类型:str):机构名称 | author_name(类型:str):作者 | quarter(类型:str):预测报告期 | op_rt(类型:float):预测营业收入（万元） | op_pr(类型:float):预测营业利润（万元） | tp(类型:float):预测利润总额（万元） | np(类型:float):预测净利润（万元） | eps(类型:float):预测每股收益（元） | pe(类型:float):预测市盈率 | rd(类型:float):预测股息率 | roe(类型:float):预测净资产收益率 | ev_ebitda(类型:float):预测EV/EBITDA | rating(类型:str):卖方评级 | max_price(类型:float):预测最高目标价 | min_price(类型:float):预测最低目标价 | imp_dg(类型:str):机构关注度 | create_time(类型:datetime):TS数据更新时间,否,否,是,是,否,否,是,a_stock.get_news / a_stock.get_global_news；a_stock.get_profit_forecast / a_stock.get_fundamentals；业绩预告/快报/财务指标/盈利预测；公告/新闻/资讯,分类来自总览页链接或显式目录映射
28,https://tushare.pro/document/2?doc_id=28,股票数据 > 行情数据 > 复权因子,股票数据,行情数据,,复权因子,adj_factor,本接口由Tushare自行生产，获取股票复权因子，可提取单只股票全部历史复权因子，也可以提取单日全部股票的复权因子。,积分要求：2000积分起，5000以上可高频调取,2000,5000积分可用,,,,"ts_code(类型:str,必选:N):股票代码 | trade_date(类型:str,必选:N):交易日期(YYYYMMDD，下同) | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",ts_code(类型:str):股票代码 | trade_date(类型:str):交易日期 | adj_factor(类型:float):复权因子,否,是,否,否,否,否,是,a_stock.get_fundamentals / a_stock.get_stock_data；基础信息/行情/每日基本面,分类来自总览页链接或显式目录映射
32,https://tushare.pro/document/2?doc_id=32,股票数据 > 行情数据 > 每日指标,股票数据,行情数据,,每日指标,daily_basic,获取全部股票每日重要的基本面指标，可用于选股分析、报表展示等。单次请求最大返回6000条数据，可按日线循环提取全部历史。,描述：获取全部股票每日重要的基本面指标，可用于选股分析、报表展示等。单次请求最大返回6000条数据，可按日线循环提取全部历史。；积分：至少2000积分才可以调取，5000积分无总量限制，具体请参阅 积分获取办法,2000,5000积分可用,,,6000,"ts_code(类型:str,必选:Y):股票代码（二选一） | trade_date(类型:str,必选:N):交易日期 （二选一） | start_date(类型:str,必选:N):开始日期(YYYYMMDD) | end_date(类型:str,必选:N):结束日期(YYYYMMDD)",ts_code(类型:str):TS股票代码 | trade_date(类型:str):交易日期 | close(类型:float):当日收盘价 | turnover_rate(类型:float):换手率 (成交量/无限售流通股数) | turnover_rate_f(类型:float):换手率（自由流通股）(成交量/自由流通股数) | volume_ratio(类型:float):量比 VOL/MA | pe(类型:float):市盈率（总市值/净利润， 亏损的PE为空） | pe_ttm(类型:float):市盈率（ 总市值/净利润TTM，亏损的PE为空） | pb(类型:float):市净率（总市值/(净资产-其他权益工具)） | ps(类型:float):市销率 (总市值/营业收入(最新年报)) | ps_ttm(类型:float):市销率（TTM）(总市值/营业收入TTM) | dv_ratio(类型:float):股息率 （%），除息日发生在去年期间的派现 | dv_ttm(类型:float):股息率（TTM）（%），除息日在近12个月且分红报告期在12个月以内的派现 | total_share(类型:float):总股本 （万股） | float_share(类型:float):流通股本 （万股） | free_share(类型:float):自由流通股本 （万） | total_mv(类型:float):总市值 （万元） | circ_mv(类型:float):流通市值（万元） | limit_status(类型:int):收盘涨跌状态：0-平盘，1-上涨(不含涨停)，2-涨停(不含一字涨停)，3-一字涨停，4-下跌(不含跌停)，5-跌停(不含一字跌停)，6-一字跌停,否,是,是,否,否,否,是,a_stock.get_fundamentals / a_stock.get_stock_data；基础信息/行情/每日基本面,分类来自总览页链接或显式目录映射
144,https://tushare.pro/document/2?doc_id=144,股票数据 > 行情数据 > 周线行情,股票数据,行情数据,,周线行情,weekly,获取A股周线行情，本接口每周最后一个交易日更新，如需要使用每天更新的周线数据，请使用 日度更新的周线行情接口 。,描述：获取A股周线行情，本接口每周最后一个交易日更新，如需要使用每天更新的周线数据，请使用 日度更新的周线行情接口 。；限量：单次最大6000行，可使用交易日期循环提取，总量不限制；积分：用户需要至少2000积分才可以调取，具体请参阅 积分获取办法,2000,5000积分可用,,,6000,"ts_code(类型:str,必选:N):TS代码 （ts_code,trade_date两个参数任选一） | trade_date(类型:str,必选:N):交易日期 （每周最后一个交易日期，YYYYMMDD格式） | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",ts_code(类型:str):股票代码 | trade_date(类型:str):交易日期 | close(类型:float):周收盘价 | open(类型:float):周开盘价 | high(类型:float):周最高价 | low(类型:float):周最低价 | pre_close(类型:float):上一周收盘价 | change(类型:float):周涨跌额 | pct_chg(类型:float):周涨跌 （未复权，未 100，如果是复权请用 通用行情接口 ，如需%单位请 100 ） | vol(类型:float):周成交量 | amount(类型:float):周成交额,否,是,否,否,否,否,否,,分类来自总览页链接或显式目录映射
145,https://tushare.pro/document/2?doc_id=145,股票数据 > 行情数据 > 月线行情,股票数据,行情数据,,月线行情,monthly,获取A股月线数据,限量：单次最大4500行，总量不限制；积分：用户需要至少2000积分才可以调取，具体请参阅 积分获取办法,2000,5000积分可用,,,4500,"ts_code(类型:str,必选:N):TS代码 （ts_code,trade_date两个参数任选一） | trade_date(类型:str,必选:N):交易日期 （每月最后一个交易日日期，YYYYMMDD格式） | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",ts_code(类型:str):股票代码 | trade_date(类型:str):交易日期 | close(类型:float):月收盘价 | open(类型:float):月开盘价 | high(类型:float):月最高价 | low(类型:float):月最低价 | pre_close(类型:float):上月收盘价 | change(类型:float):月涨跌额 | pct_chg(类型:float):月涨跌幅 （未复权，如果是复权请用 通用行情接口 ） | vol(类型:float):月成交量 | amount(类型:float):月成交额,否,是,否,否,否,否,否,,分类来自总览页链接或显式目录映射
336,https://tushare.pro/document/2?doc_id=336,股票数据 > 行情数据 > 股票周/月线行情(每日更新),股票数据,行情数据,,股票周/月线行情(每日更新),stk_weekly_monthly,股票周/月线行情(每日更新),"限量：单次最大6000,可使用交易日期循环提取，总量不限制；积分：用户需要至少2000积分才可以调取，具体请参阅 积分获取办法",2000,5000积分可用,,,,"ts_code(类型:str,必选:N):TS代码 | trade_date(类型:str,必选:N):交易日期(格式：YYYYMMDD，每周或每月最后一天的日期） | start_date(类型:str,必选:N):开始交易日期 | end_date(类型:str,必选:N):结束交易日期 | freq(类型:str,必选:Y):频率week周，month月","ts_code(类型:str):股票代码 | trade_date(类型:str):交易日期 | end_date(类型:str):计算截至日期 | freq(类型:str):频率(周week,月month) | open(类型:float):(周/月)开盘价 | high(类型:float):(周/月)最高价 | low(类型:float):(周/月)最低价 | close(类型:float):(周/月)收盘价 | pre_close(类型:float):上一(周/月)收盘价 | vol(类型:float):(周/月)成交量 | amount(类型:float):(周/月)成交额 | change(类型:float):(周/月)涨跌额 | pct_chg(类型:float):(周/月)涨跌幅(未复权,如果是复权请用 通用行情接口)",否,是,否,否,否,否,否,,分类来自总览页链接或显式目录映射
